code,NAME,DATE,TYPE,TITLE,DURATION,LINK,ENG SUB,MEMBERS,KEYWORDS,TAG,ERA,SEASON,EPISODE,SOURCE,NOTES,ALT LINKS
2409093,2024.09.29 [FANCAM] Sinchon Global University Culture Festival (Partial Set),2024-09-29,Fancam,트리플에스 #몰아보기 신촌글로벌대학문화축제 TRIPLES 240929,0:24:01,https://youtu.be/jZaGAha0_KQ,,"Chaewon,Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoyeon,Shion","fancam,festival,university festival","fancam,youtube",ASSEMBLE24,Divine01,,eyecatch,"Setlist: Girls’ Capitalism, Invincible, Non Scale, Rising, Girls Never Die",
2409094,2024.09.29 [FANCAM] Sinchon Global University Culture Festival (Girls' Capitalism),2024-09-29,Fancam,트리플에스 Girls’ Capitalism 신촌글로벌대학문화축제 TRIPLES 240929 1,0:01:26,https://youtu.be/6OmhSuJ2nT8,,"Chaewon,Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoyeon,Shion","fancam,festival,university festival","fancam,youtube",ASSEMBLE24,Divine01,,eyecatch,,
2409095,2024.09.29 [FANCAM] Sinchon Global University Culture Festival (Girls Never Die),2024-09-29,Fancam,트리플에스 걸스네버다이 신촌글로벌대학문화축제 TRIPLES Girls Never Die 240929,0:03:38,https://youtu.be/pYIA0T2wJJg,,"Chaewon,Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoyeon,Shion","fancam,festival,university festival","fancam,youtube",ASSEMBLE24,Divine01,,eyecatch,,
2409096,2024.09.29 [SecretBase] Kaede,2024-09-29,SecretBase,SecretBase 240803 Kaede.SSS [ EN ],0:02:16,https://youtu.be/PqlxoqLofQA,YES,Kaede,self-cam,"official,youtube",Visionary Vision,Divine01,,tripleS official,,
2409097,2024.09.30 [RADIO] Youngjae's Close Friend Radio ft. SeoYeon & ChaeYeon,2024-09-30,Radio,"[ENG SUB] Youngjae's Close Friend Radio (ft. tripleS Seoyeon, Chaeyeon) | 240926 | MBC Radio",0:43:32,https://youtu.be/qPvFd_hyZgA,YES,"Chaeyeon,Seoyeon","fan-subbed,radio","radio,youtube",ASSEMBLE24,Divine01,,MangoNim,,
2409098,2024.09.30 [SIGNAL] JooManSa Ep. 5 ft. Lynn,2024-09-30,SIGNAL,JooManSa: People Who JooBin Met ep5. The chemistry with Lynn-credible cuteness | EN | SIGNAL 240930,0:11:04,https://youtu.be/AYgieZnMnqA,YES,"Joobin,Lynn",JooManSa,"official,youtube",ASSEMBLE24,Divine01,SIGNAL 585,tripleS official,,
2409099,2024.09.30 [LIVE] Weekly Idol Live with Visionary Vision,2024-09-30,Variety,ENG SUB] Weekly Idol Live ft. tripleS Visionary Vision (VV) | 240929,0:15:57,https://youtu.be/9izHdHvks74,YES,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","live,weekly idol","livestream,youtube",Visionary Vision,Divine01,,MangoNim,tripleS VV goes on Weekly Idol Live to show off their new subunit,
2410001,2024.10.01 [FANCAM] Kangneung-Wonju National University Festival Performance (FULL),2024-10-01,Fancam,Full Ver. 241001 트리플에스 (TripleS Fancam) 4K60P 직캠 | 국립강릉원주대학교 강릉캠퍼스 해람대동제,0:24:01,https://youtu.be/8TKp3peNhn8,,"Dahyun,Hayeon,Jiyeon,Joobin,Lynn,Nakyoung,Seoyeon,Yeonji","fancam,festival,university festival","fancam,youtube",ASSEMBLE24,Divine01,,eyecatch,"Setlist: Girls’ Capitalism, Invincible, Non Scale, Rising, Girls Never Die",
2410002,2024.10.01 [SHORTS],2024-10-01,Shorts,Hip-ede x Hip-Tone🤟 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #Kaede #카에데 #カエデ #Kotone #코토네 #コトネ,0:00:13,https://youtu.be/Kh_yL6o0ycA,,"Kaede,Kotone","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410003,2024.10.02 [FANCAM] Hoseo University Daedong Festival ‘Girls Never Die’,2024-10-02,Fancam,4K Girls Never Die 트리플에스 풀버전 호서대 241002,0:03:10,https://youtu.be/4ptCRv4uPH0,,"Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoyeon,Shion,Soomin","fancam,festival,university festival","fancam,youtube",ASSEMBLE24,Divine01,,K-MORY,,
2410004,2024.10.02 [SIGNAL LIVE] Japanz Live,2024-10-02,LIVE,"ENG SUB] tripleS SIGNAL LIVE 241002 (Kaede, Kotone, Mayu, Lynn) 트리플에스 Japanese Crew",0:59:28,https://youtu.be/E-0A02-wBY0,YES,"Kaede,Kotone,Lynn,Mayu","SIGNAL LIVE,fan-subbed,japanese","livestream,official,youtube",Visionary Vision,Divine01,,MangoNim,tripleS' Japanese members get together for the second time to do an entire Signal Live in Japanese,
2410005,2024.10.02 [SHORTS] JooManSa ft. Lynn,2024-10-02,Shorts,JooManJi was fun 😁#tripleS #트리플에스 #トリプルS #トリプルエス #トエス#Lynn #린 #リン #JooBin #주빈 #ジュビン,0:00:32,https://youtu.be/bSm-Qp5YIHA,NO,"Joobin,Lynn",JooManSa,"official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410006,2024.10.02 [SIGNAL],2024-10-02,SIGNAL,Come and join us on our COSMO~ | EN | SIGNAL 241002,0:05:55,https://youtu.be/Zi0znxZfbAU,YES,"Chaeyeon,Hyerin,Jiyeon,Kaede,Lynn,Nien,Xinyu,Yooyeon","blockchain event,korea blockchain week","official,youtube",ASSEMBLE24,Divine01,SIGNAL 586,tripleS official,,
2410007,2024.10.03 [PLAYLIST] K-Music Season Good Night Concert in Busan,2024-10-03,"Fancam,Playlist",241003 tripleS (트리플에스) | K-Music Season Good Night Concert in Busan,1:50:36,https://www.youtube.com/playlist?list=PLNvNnMPXeHEDRRNemUhavgLFouuaAgi0b,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoah,Seoyeon,Shion,Soomin,Sullin","busan,fancam,festival,playlist","fancam,playlist,youtube",Visionary Vision,Divine01,,주주,,
2410008,2024.10.03 [PERFORMANCE] K-Music Season Good Night Concert ‘Rising’ + ‘Girls Never Die’,2024-10-03,Performance,tripleS(트리플에스) Rising + Girls Never Die l 2024 K-뮤직 시즌 굿밤 콘서트,0:05:50,https://youtu.be/EU3Kw8xZQlE,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoah,Seoyeon,Shion,Soomin,Sullin","festival,girls never die,rising","performance,youtube",Visionary Vision,Divine01,,CIRCLE CHART,"Setlist: Rising, Girls Never Die",
2410009,2024.10.03 [PERFORMANCE] Jeonju Festa Performance (FULL),2024-10-03,Performance,241003 tripleS (트리플에스) | Jeonju Festa 2024 (전주페스타 2024),0:21:22,https://youtu.be/3cRfRJTqrOY,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nien,Yeonji,Yooyeon","festival,performance","performance,youtube",Visionary Vision,Divine01,,주주,"Setlist: Girls’ Capitalism, Invincible, Non Scale, Rising, Girls Never Die",
2410010,"2024.10.03 [SHORTS] Maru Challenge with Kaede, Kotone, Mayu & Lynn",2024-10-03,Shorts,카코마린 다함께 총총총총🐶🐾 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #Kaede #카에데 #Kotone #코토네 #Mayu #마유 #Lynn #린,0:00:15,https://youtu.be/OHnoxfPbWSQ,,"Kaede,Kotone,Lynn,Mayu","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410011,2024.10.03 [RADIO] Youngjae's Close Friend Radio ft. ChaeYeon & DaHyun,2024-10-03,Radio,"[ENG SUB] Youngjae's Close Friend Radio (ft. tripleS Chaeyeon, Dahyun) | 241003 | MBC Radio",0:48:11,https://youtu.be/Nil6MP-SDLc,YES,"Chaeyeon,Dahyun","fan-subbed,radio","radio,youtube",ASSEMBLE24,Divine01,,MangoNim,,
2410012,2024.10.04 [DRAMA] What Summer Likes EP. 21-30,2024-10-04,Drama,[ENG SUB] What Summer Likes! (Ep21-30),0:19:22,https://drive.google.com/file/d/1Ph2RmrVSU9aEc0YFTGL4ccEJAH3pnotL/view,YES,"Jiwoo,Seoyeon","fan-subbed,web drama",drama,ASSEMBLE24,Divine01,EP. 21-30,MangoNim,"Summer, a singer-songwriter in a slump, and her number one fan, who is also the director, embark on a tumultuous journey to create a music video for their own reasons while revisiting Summer's first love.",
2410013,2024.10.04 [SIGNAL],2024-10-04,SIGNAL,"Hi there, I'm a strawberry cake made by ChaeWon🍓🎂 | EN | SIGNAL 241004",0:09:17,https://youtu.be/uPIKTjlVtgM,YES,Chaewon,"cake,cookie haus,decorating,kitchen,strawberry","official,youtube",ASSEMBLE24,Divine01,SIGNAL 587,tripleS official,,
2410014,2024.10.04 [PERFORMANCE] Immortal Songs 2 ‘Rising’,2024-10-04,Performance,[선공개] 트리플에스 - Rising [불후의 명곡2 전설을 노래하다/Immortal Songs 2] | KBS 방송,0:03:05,https://youtu.be/bRst4v0Ha_0,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","immortal songs,rising","performance,youtube",ASSEMBLE24,Divine01,,KBS Legend KPOP,,
2410015,2024.10.05 [FANCAM] Immortal Songs 2 ‘Rising’,2024-10-04,Performance,트리플에스 – Rising(가로) [불후의 명곡2 전설을 노래하다/Immortal Songs 2] | KBS 241005 방송,0:03:01,https://youtu.be/BEhfOS6Eid4,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","immortal songs,rising","fancam,youtube",ASSEMBLE24,Divine01,,KBS Legend KPOP,,
2410016,2024.10.05 [FANCAM] Daejeon Donggu Dongrak Festival Performance (FULL),2024-10-05,Fancam,트리플에스 (tripleS) full ver. 전체캠 [4K60P] 241005 대전 동구 동락 축제 직캠 by ECU,0:22:17,https://youtu.be/mSnuhcZaUZY,,"Chaewon,Dahyun,Hayeon,Jiwoo,Joobin,Mayu,Seoyeon,Shion","fancam,festival,university festival","fancam,youtube",Visionary Vision,Divine01,,Cam ECU,"Setlist: Girls’ Capitalism, Invincible, Non Scale, Rising, Girls Never Die",
2410017,2024.10.05 [PERFORMANCE] Immortal Songs 2 ‘Girls Never Die’,2024-10-05,Performance,트리플에스 – Girls Never Die [불후의 명곡2 전설을 노래하다/Immortal Songs 2] | KBS 241005 방송,0:04:29,https://youtu.be/ACk8n1z3P6M,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","girls never die,immortal songs","performance,youtube",ASSEMBLE24,Divine01,,KBS Legend KPOP,,
2410018,2024.10.05 [PERFORMANCE] 2024 K-Link Festival ‘Rising’,2024-10-05,Performance,"tripleS, Rising | 2024 K-Link Festival",0:02:35,https://youtu.be/R3Jy60-qrc0,,"Hyerin,Jiyeon,Kaede,Lynn,Nakyoung,Nien,Yooyeon,Yubin","K-Link Festival,festival,rising","performance,youtube",Visionary Vision,Divine01,,THE K-POP,,
2410019,2024.10.05 [PERFORMANCE] 2024 K-Link Festival ‘invincible’,2024-10-05,Performance,"tripleS, Invincible | 2024 K-Link Festival",0:03:17,https://youtu.be/hmu20ais_H0,,"Hyerin,Jiyeon,Kaede,Lynn,Nakyoung,Nien,Yooyeon,Yubin","K-Link Festival,festival,invincible","performance,youtube",Visionary Vision,Divine01,,THE K-POP,,
2410020,2024.10.05 [PERFORMANCE] 2024 K-Link Festival ‘Girls’ Capitalism’,2024-10-05,Performance,"tripleS, Girl's Capitalism | 2024 K-Link Festival",0:03:38,https://youtu.be/8n7ykODMkuc,,"Hyerin,Jiyeon,Kaede,Lynn,Nakyoung,Nien,Yooyeon,Yubin","K-Link Festival,festival,girls' capitalism","performance,youtube",Visionary Vision,Divine01,,THE K-POP,,
2410021,2024.10.05 [PERFORMANCE] 2024 K-Link Festival ‘Girls Never Die’,2024-10-05,Performance,"tripleS, Girls Never Die | 2024 K-Link Festival",0:03:08,https://youtu.be/KoICKiUDI3A,,"Hyerin,Jiyeon,Kaede,Lynn,Nakyoung,Nien,Yooyeon,Yubin","K-Link Festival,festival,girls never die","performance,youtube",Visionary Vision,Divine01,,THE K-POP,,
2410022,2024.10.05 [SIGNAL],2024-10-05,SIGNAL,SoomSoom's birthday with WAV🎂 | EN | SIGNAL 241005,0:06:40,https://youtu.be/cWX5p6fqS8Q,YES,Soomin,"birthday,birthday cafe,birthday cake","official,youtube",ASSEMBLE24,Divine01,SIGNAL 588,tripleS official,,
2410023,2024.10.06 [SecretBase] Kotone,2024-10-06,SecretBase,SecretBase 241002 Kotone.SSS [ EN ],0:03:23,https://youtu.be/sqwfOMthjJY,YES,Kotone,self-cam,"official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410024,2024.10.07 [SIGNAL],2024-10-07,SIGNAL,Let's replay the energetic Kookmin University festival with tripleS! | EN | SIGNAL 241007,0:05:14,https://youtu.be/YGafuSFZdco,YES,"Dahyun,Hayeon,Hyerin,Jiyeon,Kaede,Lynn,Soomin,Yooyeon","behind,university festival","official,youtube",Visionary Vision,Divine01,SIGNAL 589,tripleS official,,
2410025,2024.10.07 [RADIO] Bae Sungjae TEN with HaYeon,2024-10-07,Variety,[ENG SUB] tripleS Hayeon @SBS Power FM 107.7: Bae Sungjae Ten Radio (241007) 배성재의 텐 - Subs in Prog.,0:38:37,https://youtu.be/aiDJWudd4vk,YES,Hayeon,"Bae Sungjae Ten Radio,interview,radio","interview,radio,youtube",Visionary Vision,Divine01,,MangoNim,,
2410026,2024.10.08 [VARIETY] KkondaeZ EP.01,2024-10-08,Variety,"I want to be prettier than Kim Chaeyeon, born in '04✨Born in '67, Kwang-gyu｜KkondaeZ EP 01",0:15:54,https://youtu.be/nOkuFBWizhQ,YES,Chaeyeon,"fan-subbed,funny,variety","variety,youtube",Visionary Vision,Divine01,,"Redsubs,스튜디오 훜 : STUDIO HOOK",,https://youtu.be/8h3Lu4J9oHo?si=pAaO3_sD_QzBDcGT
2410027,2024.10.08 [SIGNAL],2024-10-08,SIGNAL,"SooMin, Sullin, and the fish🐠 | EN | SIGNAL 241008",0:07:13,https://youtu.be/7RXwceoVJ6E,YES,"Soomin,Sullin","aquarium,shopping,shopping mall","official,youtube",Visionary Vision,Divine01,SIGNAL 590,tripleS official,,
2410028,2024.10.08 [FANCAM] 241008 Hankuk University of Foreign Studies Seoul Campus Festival Performance (FULL),2024-10-08,Fancam,트리플에스 한국외대 Triples 241008,0:21:50,https://youtu.be/jFx6vkrpQ5c,,"Chaewon,Chaeyeon,Dahyun,Jiwoo,Joobin,Mayu,Seoyeon,Soomin","fancam,festival,university festival","fancam,youtube",Visionary Vision,Divine01,,David Park,"Setlist: Girls’ Capitalism, Invincible, Non Scale, Rising, Girls Never Die",https://youtu.be/PPrWuUEKzqk?si=sdWsxibv1OLY1RV6
2410029,2024.10.08 [SHORTS],2024-10-08,Shorts,👍👎😆🥲🫶with Nien #tripleS #트리플에스 #トリプルS#トリプルエス #トエス#Nien #니엔 #ニエン,0:00:08,https://youtu.be/4be9KfYdqWU,,Nien,"shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410030,2024.10.09 [SHORTS] Maru Challenge with SeoYeon & JiWoo,2024-10-09,Shorts,Yeoreum’s favorite Wooseul 🐾 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #SeoYeon #서연 #ソヨン #JiWoo #지우 #ジウ,0:00:15,https://youtu.be/7pgk4E0i0Cs,,"Jiwoo,Seoyeon","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410031,2024.10.09 [VARIETY] Korean Language Class Season 1 EP. 1,2024-10-09,Variety,"If you wanna be a master of Korean, join our Intensive Korean Language Class! [ EN ]",0:12:54,https://youtu.be/IyiiQEwIQr8,YES,"Chaeyeon,Kotone,Mayu,Xinyu","korean,language class,language lesson,variety","official,youtube",Visionary Vision,Divine01,"Season 1, Episode 1",tripleS official,,
2410032,2024.10.10 [FANCAM] Iron Horse Festival (Korea National University of Transportation) Performance (FULL),2024-10-10,Fancam,241010 tripleS 풀캠 - 한국교통대학교 의왕캠퍼스 축제,0:25:24,https://youtu.be/poI6WASW7ug,,"Chaewon,Chaeyeon,Dahyun,Jiwoo,Joobin,Mayu,Seoyeon,Soomin","fancam,festival,university festival","fancam,youtube",Visionary Vision,Divine01,,고토로페 Gotorope,"Setlist: Girls’ Capitalism, Invincible, Non Scale, Rising, Girls Never Die",https://youtu.be/S7YSp6WY4B4?si=p1v2INi72dS_J-QR
2410033,2024.10.10 [VARIETY] Korean Language Class Season 1 EP. 2,2024-10-10,Variety,It's 'gwaenchana' to 'simkung' while getting 'ppuyeom' since we're so cute! [ EN ],0:11:25,https://youtu.be/xWoVZgUD3tk,YES,"Chaeyeon,Kotone,Mayu,Xinyu","korean,language class,language lesson,variety","official,youtube",Visionary Vision,Divine01,"Season 1, Episode 2",tripleS official,,
2410034,2024.10.10 [SIGNAL LIVE] ShiOn,2024-10-10,LIVE,[ENG SUB] tripleS SIGNAL LIVE 241010 (Shion) 트리플에스 No Bread No Life,0:46:04,https://youtu.be/iLmSNydewUY,YES,Shion,"SIGNAL LIVE,fan-subbed","livestream,official,youtube",Visionary Vision,Divine01,,MangoNim,"Shion does a solo live with WAVs and answers questions about food, VV and the members",
2410035,2024.10.10 [SHORTS] Dinner Table for (3),2024-10-10,Shorts,Do you want to eat cold buckwheat noodles again? NO.📝 #tripleS #트리플에스 #トリプルS #トリプルエス#トエス#ChaeYeon#채연#チェヨン#Mayu#마유 #マユ#ChaeWon #채원 #チェウォン,0:00:35,https://youtu.be/LHEIRyis2LE,NO,"Chaewon,Chaeyeon,Mayu","shorts,tiktok","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410036,"2024.10.11 [SIGNAL LIVE] HyeRin, Lynn, JiYeon",2024-10-11,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 241011 (Hyerin, Lynn, Jiyeon) 트리플에스",0:51:32,https://youtu.be/OFdAY2HOj9Q,YES,"Hyerin,Jiyeon,Lynn","SIGNAL LIVE,Weibo,fan-subbed","livestream,official,youtube",Visionary Vision,Divine01,,MangoNim,"Jiyeon, Lynn and Hyerin chat with WAVs and play a would you rather game",
2410037,2024.10.11 [SHORTS] Korean Language Class,2024-10-11,Shorts,I wrote this too!!!😇💢 #tripleS #트리플에스 #トリプS #トリプルエス #トエス,0:00:42,https://youtu.be/T5w9ghWcQ9Y,NO,"Chaeyeon,Kotone,Mayu,Xinyu","language class,shorts,tiktok","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410038,2024.10.11 [SIGNAL],2024-10-11,SIGNAL,"JiWoo, a new student at Dongguk University, is S3 of tripleS! | EN | SIGNAL 241011",0:10:51,https://youtu.be/pilBn0Za7As,YES,"Chaewon,Chaeyeon,Dahyun,Jiwoo,Joobin,Mayu,Seoyeon,Soomin","dongguk university,school,student,university festival,vlog","official,youtube",Visionary Vision,Divine01,SIGNAL 591,tripleS official,,
2410039,2024.10.11 [DRAMA] What Summer Likes EP. 31-40,2024-10-11,Drama,[ENG SUB] What Summer Likes! (Ep31-40),0:20:45,https://drive.google.com/file/d/11MQbmCyUJLFgZI-4gHIiFIwIX5m5inn_/view,YES,"Jiwoo,Seoyeon","fan-subbed,web drama",drama,ASSEMBLE24,Divine01,EP. 31-40,MangoNim,"Summer, a singer-songwriter in a slump, and her number one fan, who is also the director, embark on a tumultuous journey to create a music video for their own reasons while revisiting Summer's first love.",
2410040,2024.10.11 [RADIO] Jun’s Close Friend Radio ft. ChaeYeon & DaHyun,2024-10-11,Radio,"[ENG SUB] Jun's Close Friend Radio (ft. tripleS Chaeyeon, Dahyun) | 241011 | MBC Radio",0:43:19,https://youtu.be/ci0uDlTHFKE,YES,"Chaeyeon,Dahyun","fan-subbed,radio","radio,youtube","ASSEMBLE24,Visionary Vision",Divine01,,MangoNim,,
2410041,2024.10.12 [SHORTS] HamHam in Jeju,2024-10-12,Shorts,HamHam is healing in Jeju Island today 🍊#tripleS #트리플에스 #トリプルS #トリプルエス #トエス#SeoYeon #서연 #ソヨン,0:00:25,https://youtu.be/esOm2_d31hI,,Seoyeon,"healing,jeju island,shorts,tiktok,vacation","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410042,2024.10.12 [SIGNAL],2024-10-12,SIGNAL,A timid cat appeared at Sungshin Women's University | EN | SIGNAL 241012,0:06:39,https://youtu.be/R5__lW1jvuI,YES,"Chaewon,Chaeyeon,Dahyun,Jiwoo,Joobin,Mayu,Seoyeon,Shion","sungshin university,university festival","official,youtube",Visionary Vision,Divine01,SIGNAL 582,tripleS official,,
2410043,2024.10.12 [SHORTS] Korean Language Class,2024-10-12,Shorts,Answer: Beauty trap #tripleS #트리플에스 #トリプルS #トリプルエス #トエス,0:00:40,https://youtu.be/D2A9GpD9XSs,NO,"Chaeyeon,Kotone,Mayu,Xinyu","language class,shorts,tiktok","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410044,2024.10.13 [SecretBase] Mayu,2024-10-13,SecretBase,SecretBase 240821 Mayu.SSS [ EN ],0:03:18,https://youtu.be/Vcfkbd4iToA,YES,Mayu,self-cam,"official,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2410045,2024.10.13 [SHORTS] Korean Language Class,2024-10-13,Shorts,Its not an animal guessing game #tripleS #트리플에스 #トリプルS #トリプルエス #トエス,0:00:21,https://youtu.be/vECoG1l6JDQ,NO,"Chaeyeon,Kotone,Mayu,Xinyu","language class,shorts,tiktok","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410046,2024.10.14 [SIGNAL],2024-10-14,SIGNAL,Happy NaKyoung & SoHyun DAY together with WAV ☘️ | EN | SIGNAL 241014,0:14:52,https://youtu.be/GOlVo3yLHVM,YES,"Nakyoung,Sohyun","birthday,birthday cafe,birthday cake,subway ad","official,youtube",Visionary Vision,Divine01,SIGNAL 593,tripleS official,,
2410047,2024.10.15 [VARIETY] KkondaeZ EP.02,2024-10-15,Variety,"23 other members in tripleS, I'll win over Kwanggyu and get a robot vacuum cleaner! KkondaeZ EP 02",0:15:39,https://youtu.be/3dQ-c3CbeME,YES,Chaeyeon,"fan-subbed,funny,variety","variety,youtube",Visionary Vision,Divine01,,"Redsubs,스튜디오 훜 : STUDIO HOOK",,https://youtu.be/3dQ-c3CbeME?si=_pCnBQHIrvFjYKT9
2410048,2024.10.15 [SHORTS],2024-10-15,Shorts,Dance with 🐶🐯🐇🐣🍞#tripleS #트리플에스 #トリプルS #トリプルエス #トエス,0:00:14,https://youtu.be/uIfmV6yt-14,NO,"Mayu,Nakyoung,Seoyeon,Xinyu","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410049,2024.10.15 [SHORTS],2024-10-15,Shorts,둠칫플에스😎🎵#tripleS#트리플에스#トリプルS#トリプルエス#トエス#SeoYeon #서연 #ソヨン#NaKyoung#나경#ナギョン#Xinyu#신위#シンウィー#Mayu#마유#マユ,0:00:22,https://youtu.be/InC5yoe90Z4,NO,"Mayu,Nakyoung,Seoyeon,Xinyu","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410050,"2024.10.16 [SIGNAL LIVE] SooMin, ChaeWon",2024-10-16,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 241016 (Soomin, Chaewon) 트리플에스 Hanlim Girls Mukbang",1:04:10,https://youtu.be/6y6wG2lT56I,YES,"Chaewon,Soomin","SIGNAL LIVE,fan-subbed","livestream,official,youtube",Visionary Vision,Divine01,,MangoNim,Soomin and Chaewon chat with WAVs while eating snacks,
2410051,2024.10.16 [SHORTS],2024-10-16,Shorts,말랑말랑 뿌염이와 채반장🫶#tripleS #트리플에스 #トリプルS #トリプルエス #トエス #ChaeYeon #채연 #チェヨン#Kotone #코토네 #コトネ,0:00:20,https://youtu.be/zcAD_b-iR-k,NO,"Chaeyeon,Kotone","shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410052,2024.10.16 [SHORTS],2024-10-16,Shorts,Beauty Xinyu ✨😎#tripleS #트리플에스 #トリプルS #トリプルエス #トエス#Xinyu #신위,0:00:14,https://youtu.be/9UQtRF2y1Es,NO,Xinyu,"shorts,tiktok,tiktok challenge","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410053,"2024.10.16 [MISC] Live In Korea (feat. HyeRin, YooYeon & NaKyoung)",2024-10-16,Misc,"[V-log] tripleS (트리플에스), 2024 K-Link Festival✨LIVE IN KOREA (ENG Sub)",0:05:31,https://youtu.be/Po_oq0nPxIM,YES,"Hyerin,Nakyoung,Yooyeon","hanbok,k-culture,korea,seoul,tourism","miscellaneous,youtube",Visionary Vision,Divine01,,THE K-POP,"Hyerin, Yooyeon and Nakyoung introduce highlights of Seoul to viewers",
2410054,2024.10.17 [INTERVIEW] K-Dream Best New Trend Award Winner Interview,2024-10-17,Interview,[ENG SUB] tripleS K-World Dream Best New Trend Award Winner | 241017,0:07:25,https://youtu.be/_DhZi-Xb34k,YES,"Chaeyeon,Hayeon,Hyerin,Kaede,Mayu,Nien,Seoah,Shion,Sohyun,Sullin,Yooyeon,Yubin","award,interview","interview,youtube",ASSEMBLE24,Divine01,,MangoNim,"tripleS does an interview with TV Daily as the winners of 2024 K-World Dream Award's ""Best New Trend"" Award",
2410055,2024.10.17 [BEHIND] ASSEMBLE24 Music Show Behind,2024-10-17,Behind,The grand finale of ASSEMBLE24 era! | EN | ASSEMBLE24,0:31:41,https://youtu.be/RFsqS9k5mxU,YES,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","backstage,behind,broadcast station,music show","behind,official,youtube",ASSEMBLE24,Divine01,,tripleS official,,
2410056,2024.10.17 [TEASER] Visionary Vision ‘Hit the Floor’ Teaser,2024-10-17,Teaser,tripleS(트리플에스) Visionary Vision ‘Hit the Floor’ Teaser,0:00:27,https://youtu.be/9N60--pXehw,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","hit the floor,teaser,visionary vision","official,teaser,youtube",Visionary Vision,Divine01,,tripleS official,,
2410057,2024.10.17 [RADIO] Youngjae's Close Friend Radio ft. ChaeYeon & DaHyun,2024-10-17,Radio,"[ENG SUB] Youngjae's Close Friend Radio (ft. tripleS Chaeyeon, Dahyun) | 241017 | MBC Radio",0:46:59,https://youtu.be/RZoNq8w2wD0,YES,"Chaeyeon,Dahyun","fan-subbed,radio","radio,youtube",Visionary Vision,Divine01,,MangoNim,,
